strategy,coverage,accepted_mae
RICA2 uncertainty,0.3965287049399199,5.813016848203408
RICA2 uncertainty,0.3978638184245661,5.831077055075523
RICA2 uncertainty,0.3991989319092123,5.8167268874877465
RICA2 uncertainty,0.40053404539385845,5.809244236854214
RICA2 uncertainty,0.40186915887850466,5.7951446889519085
RICA2 uncertainty,0.4032042723631509,5.78180255271889
RICA2 uncertainty,0.4045393858477971,5.7827298017101905
RICA2 uncertainty,0.40587449933244324,5.768462311792628
RICA2 uncertainty,0.40720961281708945,5.7703610262958716
RICA2 uncertainty,0.40854472630173566,5.764474753134584
RICA2 uncertainty,0.4098798397863818,5.750260393607887
RICA2 uncertainty,0.411214953271028,5.7474324413901785
RICA2 uncertainty,0.41255006675567424,5.750586157670683
RICA2 uncertainty,0.41388518024032045,5.765445798250935
RICA2 uncertainty,0.4152202937249666,5.802689419945527
RICA2 uncertainty,0.4165554072096128,5.803959940225839
RICA2 uncertainty,0.417890520694259,5.801663124099515
RICA2 uncertainty,0.4192256341789052,5.819309667070769
RICA2 uncertainty,0.4205607476635514,5.830004047179032
RICA2 uncertainty,0.4218958611481976,5.833599478765567
RICA2 uncertainty,0.4232309746328438,5.815434190861246
RICA2 uncertainty,0.42456608811748997,5.874501554766353
RICA2 uncertainty,0.4259012016021362,5.859739856534056
RICA2 uncertainty,0.4272363150867824,5.843664571666158
RICA2 uncertainty,0.42857142857142855,5.836306267461486
RICA2 uncertainty,0.42990654205607476,5.821247049451151
RICA2 uncertainty,0.43124165554072097,5.850629918178076
RICA2 uncertainty,0.4325767690253672,5.858684337394381
RICA2 uncertainty,0.43391188251001334,5.844668010232541
RICA2 uncertainty,0.43524699599465955,5.836688619063584
RICA2 uncertainty,0.43658210947930576,5.85411157017682
RICA2 uncertainty,0.4379172229639519,5.853156208846627
RICA2 uncertainty,0.4392523364485981,5.839409380059656
RICA2 uncertainty,0.44058744993324434,5.826828692419963
RICA2 uncertainty,0.44192256341789055,5.884274134305489
RICA2 uncertainty,0.4432576769025367,5.879982240563147
RICA2 uncertainty,0.4445927903871829,5.901725273521187
RICA2 uncertainty,0.4459279038718291,5.979112921849251
RICA2 uncertainty,0.4472630173564753,5.974474520489796
RICA2 uncertainty,0.4485981308411215,6.049039445278634
RICA2 uncertainty,0.4499332443257677,6.044130899970716
RICA2 uncertainty,0.4512683578104139,6.059795554891759
RICA2 uncertainty,0.45260347129506007,6.044370952911433
RICA2 uncertainty,0.4539385847797063,6.033855269449599
