model,hidden,learning_rate,spearman,spearman_sd,mae,mae_sd,rmse,relative_l2,median_best_epoch,parameter_count,eligible
tsa_style,64,0.0003,0.9600097251654086,0.0018770107156362353,3.3136587881000046,0.07495921926421825,4.314680108540829,0.27158955249342737,2.0,98817,True
tsa_style,64,0.001,0.9576709355400803,0.0016659260738510705,3.3841539066577226,0.05201536265949994,4.4230828353390175,0.28543516746591285,4.0,98817,True
tsa_style,128,0.0003,0.9615352529480844,0.000996779516594442,3.2781721657264655,0.037498292670743186,4.282088664862631,0.2674624958966192,2.0,263169,True
tsa_style,128,0.001,0.959325484891704,0.0010998751561606959,3.3385728829667216,0.03680772929935286,4.3559152823856655,0.27677379900326454,1.0,263169,True


